system_id,system_name,thing_id,thing_token,resource_name,resource_type,resource_key
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,co2_avg_d,numeric,co2_avg_d
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,co2_avg_h,numeric,co2_avg_h
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,co2_avg_w,numeric,co2_avg_w
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,co_avg_d,numeric,co_avg_d
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,co_avg_h,numeric,co_avg_h
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,co_avg_w,numeric,co_avg_w
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,ctm_payload,string,ctm_payload
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,description,boolean,description
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,ica_aemet,unknown,ica_aemet
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,ica_aemet_num,numeric,ica_aemet_num
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,ica_aemet_num_avg_d,numeric,ica_aemet_num_avg_d
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,ica_aemet_num_avg_h,numeric,ica_aemet_num_avg_h
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,ica_aemet_num_avg_w,numeric,ica_aemet_num_avg_w
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,no,numeric,no
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,no2,numeric,no2
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,no2_avg_d,numeric,no2_avg_d
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,no2_avg_h,numeric,no2_avg_h
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,no2_avg_w,numeric,no2_avg_w
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,no_avg_d,numeric,no_avg_d
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,no_avg_h,numeric,no_avg_h
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,no_avg_w,numeric,no_avg_w
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,o3,numeric,o3
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,o3_avg_d,numeric,o3_avg_d
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,o3_avg_h,numeric,o3_avg_h
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,o3_avg_w,numeric,o3_avg_w
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,pm1,numeric,pm1
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,pm10,numeric,pm10
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,pm10_avg_d,numeric,pm10_avg_d
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,pm10_avg_h,numeric,pm10_avg_h
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,pm10_avg_w,numeric,pm10_avg_w
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,pm1_avg_d,numeric,pm1_avg_d
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,pm1_avg_h,numeric,pm1_avg_h
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,pm1_avg_w,numeric,pm1_avg_w
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,pm25,numeric,pm25
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,pm25_avg_d,numeric,pm25_avg_d
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,pm25_avg_h,numeric,pm25_avg_h
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,pm25_avg_w,numeric,pm25_avg_w
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,polen,unknown,polen
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,polen_avg_d,numeric,polen_avg_d
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,polen_avg_h,numeric,polen_avg_h
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,polen_avg_w,numeric,polen_avg_w
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,pressure,numeric,pressure
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,pressure_avg_d,numeric,pressure_avg_d
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,pressure_avg_h,numeric,pressure_avg_h
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,pressure_avg_w,numeric,pressure_avg_w
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,relativehum,unknown,relativehum
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,relativehum_avg_d,numeric,relativehum_avg_d
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,relativehum_avg_h,numeric,relativehum_avg_h
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,relativehum_avg_w,numeric,relativehum_avg_w
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,temperature,numeric,temperature
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,temperature_avg_d,numeric,temperature_avg_d
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,temperature_avg_h,numeric,temperature_avg_h
S02,CONTAMINACIÓN EXTERIOR,6HiR-4F_LJH-dmMnXICDhYtTJPhGfzgfSzoEgbk3fhk,EOl0lQ5EfNMd63uo_rIoyYnV-b6SyBJcBEZI75RDPME,temperature_avg_w,numeric,temperature_avg_w
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,co,numeric,co
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,co2,numeric,co2
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,co2_avg_d,numeric,co2_avg_d
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,co2_avg_h,numeric,co2_avg_h
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,co2_avg_w,numeric,co2_avg_w
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,co_avg_d,numeric,co_avg_d
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,co_avg_h,numeric,co_avg_h
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,co_avg_w,numeric,co_avg_w
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,ctm_payload,string,ctm_payload
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,description,boolean,description
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,ica_aemet,unknown,ica_aemet
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,ica_aemet_num,numeric,ica_aemet_num
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,ica_aemet_num_avg_d,numeric,ica_aemet_num_avg_d
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,ica_aemet_num_avg_h,numeric,ica_aemet_num_avg_h
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,ica_aemet_num_avg_w,numeric,ica_aemet_num_avg_w
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,no,numeric,no
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,no2,numeric,no2
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,no2_avg_d,numeric,no2_avg_d
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,no2_avg_h,numeric,no2_avg_h
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,no2_avg_w,numeric,no2_avg_w
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,no_avg_d,numeric,no_avg_d
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,no_avg_h,numeric,no_avg_h
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,no_avg_w,numeric,no_avg_w
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,o3,numeric,o3
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,o3_avg_d,numeric,o3_avg_d
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,o3_avg_h,numeric,o3_avg_h
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,o3_avg_w,numeric,o3_avg_w
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,pm1,numeric,pm1
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,pm10,numeric,pm10
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,pm10_avg_d,numeric,pm10_avg_d
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,pm10_avg_h,numeric,pm10_avg_h
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,pm10_avg_w,numeric,pm10_avg_w
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,pm1_avg_d,numeric,pm1_avg_d
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,pm1_avg_h,numeric,pm1_avg_h
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,pm1_avg_w,numeric,pm1_avg_w
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,pm25,numeric,pm25
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,pm25_avg_d,numeric,pm25_avg_d
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,pm25_avg_h,numeric,pm25_avg_h
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,pm25_avg_w,numeric,pm25_avg_w
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,polen,unknown,polen
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,polen_avg_d,numeric,polen_avg_d
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,polen_avg_h,numeric,polen_avg_h
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,polen_avg_w,numeric,polen_avg_w
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,pressure,numeric,pressure
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,pressure_avg_d,numeric,pressure_avg_d
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,pressure_avg_h,numeric,pressure_avg_h
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,pressure_avg_w,numeric,pressure_avg_w
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,relativehum,unknown,relativehum
